id,event_type,event_cause,priority,corridor,zone,target_clearance_duration_mins,extracted_severity,vehicle_class,action_agency,osm_edge_u,osm_edge_v,road_highway_type,road_lanes,road_maxspeed
FKID001547,unplanned,vehicle_breakdown,High,Mysore Road,,41.391337183333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7218205285,12538710573,trunk,1,40.0
FKID001548,unplanned,vehicle_breakdown,Low,Non-corridor,,126.48344196666667,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,1625434298,1625433814,primary,1,40.0
FKID001551,unplanned,vehicle_breakdown,High,ORR North 1,,102.31517605,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2411848581,3665627257,tertiary,1,40.0
FKID001558,unplanned,vehicle_breakdown,Low,Non-corridor,,41.372690049999996,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,11890624143,1625434042,primary,1,40.0
FKID001559,unplanned,vehicle_breakdown,High,Magadi Road,,17.968402516666668,PARTIAL_BLOCK,BMTC_BUS,TRAFFIC_POLICE,308069155,1557381555,primary,1,40.0
FKID001560,unplanned,vehicle_breakdown,High,Magadi Road,,21.802958333333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,9771052411,9909305454,primary,1,40.0
FKID001564,unplanned,vehicle_breakdown,High,Magadi Road,,23.663874933333332,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,6142999388,9771052411,primary,1,40.0
FKID001565,unplanned,vehicle_breakdown,High,Mysore Road,,75.36809358333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,12538710574,493072139,trunk,1,40.0
FKID001566,unplanned,vehicle_breakdown,High,Mysore Road,,58.13958933333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1780334138,11182496366,trunk,1,40.0
FKID001567,unplanned,vehicle_breakdown,High,Magadi Road,,79.74376296666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9771052411,9909305454,primary,1,40.0
FKID001568,unplanned,vehicle_breakdown,High,Mysore Road,,94.79220713333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1469034722,12111889674,primary,2,50.0
FKID001570,unplanned,vehicle_breakdown,Low,Non-corridor,,25.561851433333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3770161990,12466459994,secondary,1,40.0
FKID001571,unplanned,vehicle_breakdown,Low,Non-corridor,,161.71242263333335,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4798470963,4798470956,secondary,1,40.0
FKID001572,unplanned,others,Low,Non-corridor,,6.989937633333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1575647665,1285911557,residential,1,40.0
FKID001575,unplanned,vehicle_breakdown,High,Tumkur Road,,50.01750633333334,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,2703669994,251361763,trunk,2,60.0
FKID001577,unplanned,vehicle_breakdown,High,Hosur Road,,68.04666115,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2598853079,2598853071,residential,1,40.0
FKID001586,unplanned,vehicle_breakdown,High,ORR North 2,,93.07605395,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,521144462,11121238977,trunk,2,60.0
FKID001587,unplanned,vehicle_breakdown,Low,Non-corridor,,5.5782576666666674,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,248181106,1448635305,primary,2,50.0
FKID001588,unplanned,vehicle_breakdown,High,Hosur Road,,13.4008989,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3353314747,3872554277,tertiary,2,40.0
FKID001589,unplanned,vehicle_breakdown,High,Mysore Road,,90.53504385,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9342303644,699704308,trunk,2,60.0
FKID001594,unplanned,vehicle_breakdown,Low,Non-corridor,,11.603118716666668,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2227865026,2177268811,primary,2,50.0
FKID001596,unplanned,vehicle_breakdown,High,ORR East 1,,10.9303683,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11527430411,11233009357,tertiary,2,40.0
FKID001598,unplanned,vehicle_breakdown,High,Mysore Road,,99.55250774999999,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11900286915,1833036999,trunk,1,40.0
FKID001604,unplanned,vehicle_breakdown,Low,Non-corridor,,13.157230550000001,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,4798470963,4798470956,secondary,1,40.0
FKID001605,unplanned,vehicle_breakdown,High,Hosur Road,,66.10073248333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,306586716,309593576,residential,1,40.0
FKID001607,unplanned,vehicle_breakdown,High,Hosur Road,,71.50056616666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1472269371,1472269388,primary,2,50.0
FKID001608,unplanned,vehicle_breakdown,High,ORR North 1,,18.836651933333332,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,4952654679,10168749192,residential,1,40.0
FKID001620,unplanned,vehicle_breakdown,Low,Non-corridor,,117.39218681666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,699559635,699559610,secondary,2,40.0
FKID001623,unplanned,others,Low,Non-corridor,,533.57232925,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2224533305,9910847339,primary,1,40.0
FKID001630,unplanned,others,High,Bellary Road 1,,27.545034283333333,NORMAL_OBSTRUCTION,OTHER,BWSSB,1435578886,295734747,primary,2,40.0
FKID001633,unplanned,vehicle_breakdown,Low,Non-corridor,,10.638148583333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1947653247,1947653224,primary,2,40.0
FKID001634,unplanned,vehicle_breakdown,Low,Non-corridor,,18.394525433333335,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,1597724732,1594859661,primary,1,40.0
FKID001635,unplanned,others,High,Bellary Road 1,,99.88255601666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,426962454,282767694,trunk,3,60.0
FKID001642,unplanned,vehicle_breakdown,High,ORR North 2,,8.985578633333335,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,521144446,521144460,residential,1,40.0
FKID001643,unplanned,tree_fall,Low,Non-corridor,,16.6391068,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10170573159,11399937547,tertiary,2,40.0
FKID001644,unplanned,vehicle_breakdown,High,Bellary Road 1,,12.881734533333335,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,850854713,11849751725,primary,2,40.0
FKID001645,unplanned,vehicle_breakdown,High,Hosur Road,,131.09396868333334,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,4761188837,11964724285,primary,3,40.0
FKID001648,planned,procession,Low,Non-corridor,,19.304282750000002,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4692323124,1597724447,tertiary,1,40.0
FKID001656,unplanned,vehicle_breakdown,Low,Non-corridor,,30.11519236666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1104250537,10284858598,primary,2,40.0
FKID001659,unplanned,vehicle_breakdown,High,ORR North 1,,25.278318449999997,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1681844139,11850325025,trunk,3,50.0
FKID001661,unplanned,vehicle_breakdown,Low,Non-corridor,,18.72494986666667,PARTIAL_BLOCK,BMTC_BUS,TRAFFIC_POLICE,10148771374,10148771375,motorway_link,1,40.0
FKID001662,unplanned,vehicle_breakdown,High,Bellary Road 1,,64.28767333333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3461288196,3461288201,tertiary,1,40.0
FKID001667,unplanned,vehicle_breakdown,High,ORR East 2,,102.76117878333334,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,10067234350,10067234352,trunk,3,40.0
FKID001678,unplanned,vehicle_breakdown,High,Bellary Road 1,,18.805689683333334,NORMAL_OBSTRUCTION,OTHER,BBMP,1435578872,1435578885,tertiary,1,40.0
FKID001679,unplanned,vehicle_breakdown,High,Mysore Road,,8.3890527,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,7132452567,2473493601,primary,3,25.0
FKID001682,unplanned,vehicle_breakdown,High,Bellary Road 1,,112.30525148333332,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1435578873,2630925128,primary,2,40.0
FKID001690,unplanned,others,High,Old Airport Road,,66.22507335,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,1442879475,1442879499,residential,1,40.0
FKID001695,unplanned,vehicle_breakdown,Low,Non-corridor,,70.09457578333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10148771374,10148771375,motorway_link,1,40.0
FKID001698,unplanned,vehicle_breakdown,High,Magadi Road,,9.717715233333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,308069144,1588411680,primary,1,40.0
FKID001702,unplanned,vehicle_breakdown,Low,Non-corridor,,61.030100583333336,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2177268801,2177268817,primary,2,50.0
FKID001704,unplanned,vehicle_breakdown,High,Tumkur Road,,118.72338911666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2400007904,9994345613,trunk,2,60.0
FKID001705,unplanned,tree_fall,High,Bellary Road 1,,20.54189726666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,3461288201,11769490827,tertiary,1,40.0
FKID001707,unplanned,vehicle_breakdown,Low,Non-corridor,,15.591014699999999,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,3500872790,316661686,primary,2,40.0
FKID001708,unplanned,vehicle_breakdown,Low,Non-corridor,,4.77378955,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,316661686,2358131511,primary,2,40.0
FKID001709,unplanned,vehicle_breakdown,High,Magadi Road,,15.929077366666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,13639250968,4692323185,primary,1,40.0
FKID001710,unplanned,vehicle_breakdown,Low,Non-corridor,,50.123021200000004,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,7135058060,11898969987,secondary,1,40.0
FKID001711,unplanned,vehicle_breakdown,Low,Non-corridor,,42.71937091666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12690332264,1837297545,trunk,2,40.0
FKID001713,unplanned,vehicle_breakdown,High,Tumkur Road,,66.27881596666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11836637098,610334165,trunk,3,60.0
FKID001716,unplanned,vehicle_breakdown,Low,Non-corridor,,36.20208975,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,1636820472,11054990209,primary,1,40.0
FKID001724,unplanned,vehicle_breakdown,High,Bellary Road 2,,117.76879753333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4948140404,4948140402,tertiary,1,40.0
FKID001729,unplanned,vehicle_breakdown,High,Bellary Road 1,,5.4551318,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12099941393,665045371,primary,3,40.0
FKID001730,unplanned,vehicle_breakdown,High,Tumkur Road,,43.37783213333333,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,4843481808,12353375373,trunk,2,60.0
FKID001739,unplanned,vehicle_breakdown,High,West of Chord Road,,11.974767750000002,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,458105622,699690700,primary,1,40.0
FKID001741,unplanned,vehicle_breakdown,High,ORR North 2,,15.546527383333334,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,11601696870,2446079578,trunk,2,30.0
FKID001750,unplanned,vehicle_breakdown,Low,Non-corridor,,14.166123566666666,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,10081230060,10081230061,residential,1,40.0
FKID001755,unplanned,congestion,High,ORR North 1,,72.70130863333334,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,3337869268,387429016,tertiary,2,40.0
FKID001756,unplanned,vehicle_breakdown,Low,Non-corridor,,65.59525101666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10148771374,10148771375,motorway_link,1,40.0
FKID001757,unplanned,vehicle_breakdown,High,Hennur Main Road,,14.030502116666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,308238305,6521517470,secondary,1,40.0
FKID001760,unplanned,vehicle_breakdown,High,Bellary Road 1,,4.576298216666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9573433549,12099921832,primary,3,40.0
FKID001762,unplanned,vehicle_breakdown,High,ORR West 1,,82.4944742,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,3036815678,12870631950,secondary,1,40.0
FKID001765,unplanned,vehicle_breakdown,Low,Non-corridor,,16.363326316666665,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1820387918,1820382285,primary_link,2,40.0
FKID001768,unplanned,vehicle_breakdown,Low,Non-corridor,,3.21337185,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7090777397,7090777400,residential,1,40.0
FKID001769,unplanned,accident,High,ORR North 2,,9.1037502,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11601696870,2446079578,trunk,2,30.0
FKID001770,unplanned,road_conditions,High,Bellary Road 1,,175.50373811666665,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1435578872,1435578885,tertiary,1,40.0
FKID001771,unplanned,vehicle_breakdown,Low,Non-corridor,,122.89680243333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7090777397,7090777400,residential,1,40.0
FKID001772,unplanned,vehicle_breakdown,Low,Non-corridor,,153.20900648333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1575576657,62053640,primary,1,40.0
FKID001774,unplanned,vehicle_breakdown,High,Mysore Road,,94.07856273333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9939407822,9939398585,secondary,1,40.0
FKID001777,unplanned,vehicle_breakdown,High,Bellary Road 1,,20.718708183333334,NORMAL_OBSTRUCTION,OTHER,BESCOM,343338948,430043775,trunk,3,60.0
FKID001788,unplanned,vehicle_breakdown,High,ORR North 2,,107.86730428333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11601696870,2446079578,trunk,2,30.0
FKID001796,unplanned,vehicle_breakdown,Low,Non-corridor,,38.377358533333336,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,308069451,12462445229,secondary,1,40.0
FKID001799,unplanned,vehicle_breakdown,High,Bannerghata Road,,27.85295405,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,2385104004,5346843765,primary,1,40.0
FKID001800,unplanned,vehicle_breakdown,Low,Non-corridor,,112.04517458333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12459218191,10123822795,primary,2,40.0
FKID001809,unplanned,vehicle_breakdown,High,Mysore Road,,39.481431066666666,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,429230952,1739362364,primary,1,40.0
FKID001812,unplanned,vehicle_breakdown,Low,Non-corridor,,10.010460816666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1837297540,1837297546,trunk,2,40.0
FKID001816,unplanned,vehicle_breakdown,Low,Non-corridor,,15.370875883333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7090777397,7090777400,residential,1,40.0
FKID001820,unplanned,accident,Low,Non-corridor,,45.76001521666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,442437516,11886006947,trunk,2,40.0
FKID001822,unplanned,others,High,ORR East 1,,83.30453795,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,956714149,515736998,tertiary,2,40.0
FKID001826,unplanned,others,Low,Non-corridor,,4.885507283333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,1799352637,302252603,tertiary,1,40.0
FKID001828,unplanned,road_conditions,Low,Non-corridor,,566.6772309666667,NORMAL_OBSTRUCTION,OTHER,BESCOM,10841729351,308231604,secondary,4,40.0
FKID001837,unplanned,others,High,ORR West 1,,69.93633795000001,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1053895197,2402241104,tertiary,3,50.0
FKID001838,unplanned,vehicle_breakdown,High,Mysore Road,,57.164526783333336,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,429230952,1739362364,primary,1,40.0
FKID001839,unplanned,vehicle_breakdown,High,ORR North 2,,12.689850833333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,308074433,521144096,tertiary,1,40.0
FKID001843,unplanned,vehicle_breakdown,High,ORR West 1,,12.721911633333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2411279226,2411279230,trunk,2,40.0
FKID001844,unplanned,vehicle_breakdown,High,Tumkur Road,,60.872188933333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,13800491202,308071911,trunk,3,60.0
FKID001851,unplanned,vehicle_breakdown,Low,Non-corridor,,55.578412783333334,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,4030302975,1517317434,tertiary,1,40.0
FKID001852,unplanned,vehicle_breakdown,High,ORR North 2,,24.837310600000002,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,521144184,521144201,trunk,2,60.0
FKID001854,unplanned,vehicle_breakdown,High,Magadi Road,,53.36274408333334,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,9771052411,9909305454,primary,1,40.0
FKID001855,unplanned,vehicle_breakdown,Low,Non-corridor,,26.506782533333332,NORMAL_OBSTRUCTION,OTHER,BWSSB,6182716677,2125916093,primary,2,40.0
FKID001858,unplanned,vehicle_breakdown,Low,Non-corridor,,26.544809666666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,249075500,10076345214,primary,1,40.0
FKID001861,unplanned,vehicle_breakdown,High,Mysore Road,,51.91649708333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11900286915,1833036999,trunk,1,40.0
FKID001863,unplanned,vehicle_breakdown,High,Mysore Road,,68.26804354999999,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11900286915,1833036999,trunk,1,40.0
FKID001864,planned,construction,Low,Non-corridor,,2.2817703166666665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,13503151320,10168279079,tertiary,2,30.0
FKID001870,unplanned,vehicle_breakdown,Low,Non-corridor,,43.907065366666664,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,316660565,427531037,primary,2,40.0
FKID001872,unplanned,vehicle_breakdown,Low,Non-corridor,,6.4820150000000005,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7428440300,7146484517,secondary,1,40.0
FKID001873,unplanned,vehicle_breakdown,High,CBD 1,,13.161401233333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6518760487,6518760485,living_street,1,40.0
FKID001874,unplanned,others,High,Bannerghata Road,,28.348933666666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3874463730,3874463732,primary,2,40.0
FKID001885,unplanned,vehicle_breakdown,Low,Non-corridor,,20.946314283333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1533670783,1533670801,residential,1,40.0
FKID001888,unplanned,vehicle_breakdown,High,ORR West 1,,54.41555578333334,NORMAL_OBSTRUCTION,HEAVY_GOODS,TRAFFIC_POLICE,1070314234,1070314200,trunk,2,50.0
FKID001892,unplanned,vehicle_breakdown,High,Bellary Road 1,,27.87250365,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1989699986,429286702,tertiary,2,40.0
FKID001897,unplanned,others,High,Magadi Road,,55.317655916666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9771052411,9909305454,primary,1,40.0
FKID001903,unplanned,vehicle_breakdown,High,Hosur Road,,70.40309615,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,494271042,307407794,residential,1,40.0
FKID001904,unplanned,vehicle_breakdown,High,ORR East 1,,64.34689078333334,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,6562185321,343322993,trunk,3,60.0
FKID001906,unplanned,water_logging,High,ORR West 1,,245.19777885,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,432831672,2400002690,trunk,2,50.0
FKID001911,unplanned,vehicle_breakdown,High,Hosur Road,,18.99817295,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6136172561,7478079930,tertiary,1,40.0
FKID001914,unplanned,vehicle_breakdown,High,Old Madras Road,,5.209710783333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,343316192,736207417,primary,3,40.0
FKID001920,unplanned,vehicle_breakdown,High,Mysore Road,,77.41273774999999,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11182496366,11900286915,trunk,1,40.0
FKID001922,unplanned,vehicle_breakdown,High,Old Airport Road,,69.93821856666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1223966647,11337845995,primary,2,30.0
FKID001928,unplanned,vehicle_breakdown,High,West of Chord Road,,35.05276381666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2223915138,1522843034,residential,1,40.0
FKID001929,unplanned,accident,Low,Non-corridor,,52.07746276666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,4950655288,4950655286,residential,1,40.0
FKID001933,unplanned,others,Low,Non-corridor,,17.6889574,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,1636820523,12421958515,primary,1,40.0
FKID001937,unplanned,others,High,ORR West 1,,13.282436566666666,NORMAL_OBSTRUCTION,OTHER,BWSSB,3248074683,3149283550,residential,1,40.0
FKID001939,unplanned,vehicle_breakdown,Low,Non-corridor,,33.299465850000004,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12134062486,429001254,primary,1,40.0
FKID001940,unplanned,vehicle_breakdown,High,Tumkur Road,,64.56195151666667,PARTIAL_BLOCK,LIGHT_VEHICLE,TRAFFIC_POLICE,11964711936,10994313530,trunk,2,60.0
FKID001941,unplanned,vehicle_breakdown,High,Hosur Road,,35.21883235,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6521889009,1472248447,primary,3,60.0
FKID001942,unplanned,others,Low,Non-corridor,,31.519939366666666,NORMAL_OBSTRUCTION,HEAVY_GOODS,TRAFFIC_POLICE,12553317637,12553317634,secondary,1,40.0
FKID001944,unplanned,congestion,High,Hennur Main Road,,108.22733615,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,5393667800,391881003,tertiary,2,40.0
FKID001948,unplanned,vehicle_breakdown,High,Mysore Road,,2.2310387166666668,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,663311696,10044013422,primary,4,40.0
FKID001949,unplanned,vehicle_breakdown,High,Mysore Road,,57.2864581,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10043357422,13507201648,primary,3,40.0
FKID001951,unplanned,vehicle_breakdown,High,Bannerghata Road,,61.725270716666664,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1344698572,10989327058,tertiary,1,40.0
FKID001954,unplanned,vehicle_breakdown,Low,Non-corridor,,144.07803846666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10148771374,10148771375,motorway_link,1,40.0
FKID001958,unplanned,vehicle_breakdown,High,Mysore Road,,9.91719885,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,249081348,286679311,primary,1,40.0
FKID001959,unplanned,vehicle_breakdown,High,Bellary Road 1,,95.13714321666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11565016463,12099941393,primary,3,40.0
FKID001960,unplanned,vehicle_breakdown,High,Bellary Road 2,,36.75851303333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11486387657,13851353728,trunk,3,80.0
FKID001961,unplanned,vehicle_breakdown,High,Mysore Road,,135.56645735,NORMAL_OBSTRUCTION,OTHER,BWSSB,13507201648,6504235112,primary,3,40.0
FKID001962,unplanned,vehicle_breakdown,High,ORR North 2,,175.78652098333333,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,598947971,598947970,trunk,2,60.0
FKID001968,unplanned,vehicle_breakdown,High,Mysore Road,,13.030755666666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,663311696,10044013422,primary,4,40.0
FKID001969,unplanned,vehicle_breakdown,High,Magadi Road,,29.79472086666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10841401109,2224637203,primary,1,40.0
FKID001973,unplanned,vehicle_breakdown,High,Bellary Road 1,,23.743930483333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1435578885,3422938694,tertiary,1,40.0
FKID001974,unplanned,vehicle_breakdown,High,Tumkur Road,,50.50448333333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,11039672067,11843210608,tertiary,1,40.0
FKID001975,unplanned,vehicle_breakdown,High,Tumkur Road,,29.0898873,PARTIAL_BLOCK,LIGHT_VEHICLE,TRAFFIC_POLICE,701736119,10000973394,trunk,2,60.0
FKID001983,unplanned,vehicle_breakdown,High,CBD 2,,15.373663483333333,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,663596611,11342970531,primary,3,40.0
FKID001990,unplanned,vehicle_breakdown,High,Hosur Road,,88.63287516666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11919389037,13633447127,trunk,3,80.0
FKID001991,unplanned,vehicle_breakdown,High,Mysore Road,,85.63499211666667,NORMAL_OBSTRUCTION,HEAVY_GOODS,TRAFFIC_POLICE,10043357422,1274615226,secondary,3,60.0
FKID001998,unplanned,accident,Low,Non-corridor,,31.814843783333334,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,12151428611,1836940343,secondary,1,40.0
FKID001999,unplanned,vehicle_breakdown,Low,Non-corridor,,16.525977933333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,12064311428,10003979590,secondary,2,40.0
FKID002020,unplanned,vehicle_breakdown,High,ORR East 2,,5.492729283333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,442437897,1364038689,trunk,3,60.0
FKID002022,unplanned,vehicle_breakdown,High,Tumkur Road,,71.25627258333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11630007269,11630007270,residential,1,40.0
FKID002025,unplanned,vehicle_breakdown,Low,Non-corridor,,66.43240593333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,494076707,494076706,primary,2,40.0
FKID002027,unplanned,others,Low,Non-corridor,,17.762820299999998,NORMAL_OBSTRUCTION,HEAVY_GOODS,TRAFFIC_POLICE,597084149,597084032,secondary,2,40.0
FKID002038,unplanned,others,Low,Non-corridor,,60.46577085,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,13072765084,8239947053,primary,2,40.0
FKID002040,unplanned,vehicle_breakdown,High,Mysore Road,,112.05360535,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,699686069,10010955383,"['secondary', 'secondary_link']",1,40.0
FKID002041,unplanned,vehicle_breakdown,Low,Non-corridor,,55.35562983333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12969313169,8239947053,primary,2,40.0
FKID002044,unplanned,vehicle_breakdown,High,Bellary Road 1,,146.3850152,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,426962454,282767694,trunk,3,60.0
